f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,label
-0.2858622,-0.57697636,-0.6482618,0.031670425,-0.0063148355,-1.1175972,-0.59859765,-1.0610535,-0.1862283,0.2182813,-0.8364117,0.103548735,-0.1967605,-0.3365048,0.20693907,0.48804045,-0.16763644,-0.047452904,0.07524442,-0.21196721,-0.11615151,-0.09992871,-0.09863429,0.0655624,-0.20619063,-0.29656634,0.078805,-0.42627952,-0.60623956,1.0326064,2
-0.49983093,-0.6257194,-0.95327836,0.08565279,0.6199735,-0.54846925,0.4372012,-0.46195114,-0.49577942,0.6060186,-0.42257303,-0.33217233,0.7316508,1.2213336,-0.31878284,1.1284227,0.8379617,-0.3427649,-0.120457366,0.5038639,-1.5153162,-0.88836414,0.6052745,-2.7930667,0.2895195,-1.274368,-0.09746227,1.1130946,-0.09865519,-0.64404804,2
-0.075210646,-0.6325949,-0.46018797,0.2899098,0.40345484,-0.6362514,-0.18209544,-0.86654323,-0.8458662,0.068006285,-0.7812702,-0.28515297,0.6423604,0.8826949,0.18393928,0.49879903,1.8522435,-0.31355694,-0.348857,-0.61405915,0.54335314,-0.5195403,-0.52950114,0.7580493,-0.10681889,0.21658102,0.07142504,0.043943506,-0.18829346,0.6005022,2
0.20035605,-0.662431,-0.08819876,0.37567788,-0.124017455,-1.3286619,-0.8326259,-0.9597833,0.5656544,0.5023869,-0.06227358,0.142883,-0.23000428,-0.5359601,0.3523354,0.68411046,0.2896368,-0.2437248,0.5313207,-0.4596681,0.2880932,0.06638083,0.04850194,0.54656154,0.11954943,0.3670132,0.23344567,-0.42746884,-0.53059936,0.80082196,2
-0.13379517,-0.7071302,-0.45417175,0.2539027,0.53189945,-0.5809088,0.16037071,-0.6330988,-1.1792439,0.3642234,-0.26785982,-0.56997484,0.57583755,1.083513,0.34799945,1.4810889,1.0751092,-0.5249005,0.5538896,0.97790056,-1.4182478,-0.586433,1.0387366,-2.9110239,0.13663705,-1.2738479,-0.5742333,1.5411482,-0.103909604,-1.0499635,2
-0.8422698,-0.45318952,-1.303651,0.48703113,0.6679024,-0.060934097,0.3042532,-0.26608875,-0.7028982,0.8331925,-0.35970074,1.672034,2.4311104,-0.62523437,-1.733664,0.34067687,1.1405618,-0.0808562,-0.34417978,2.2124696,-2.3470597,-1.5035986,0.27195242,-3.2094643,-0.27112037,-1.0397744,-0.030905757,1.483859,-0.26638138,-0.12133811,2
-1.1350108,-0.6850547,-1.3054967,1.4132152,0.38279307,0.33996883,1.6717627,1.2811801,-1.1960127,1.0108576,2.2225227,1.7903568,0.82779855,-2.3669617,-1.0727135,0.41763487,-0.5829142,0.79404104,-1.0904859,1.546271,-0.1487767,-1.1517594,0.12986605,-0.45975474,-0.5840327,-0.48445946,-1.1308702,2.13572,0.10858045,-0.068814345,2
-1.0340878,-0.62790906,-1.3411691,1.02591,0.5272364,0.41135952,1.2671466,0.98388785,-1.9766784,0.5576916,1.7191982,1.4224473,1.2840235,-1.576243,-0.9910615,0.71992815,-1.1064862,0.5761426,-0.5068507,2.6148002,-0.6451788,-0.8371486,-0.10568806,0.32814762,-0.16883428,0.33542553,-0.04136778,0.8175959,-0.15304518,0.047724225,2
-0.51466554,-0.6319625,-0.8033207,0.55958813,0.38119075,-0.6918905,0.39568555,0.0949318,1.5132844,1.6983639,0.46364337,-0.6813263,0.69558,0.5793605,-0.12812014,1.136625,1.0482532,-0.7315526,0.6111744,1.2600192,-0.9284001,-0.8727343,0.67667776,-2.7081752,0.33540404,-1.5263757,-0.11337296,1.1714512,-0.31532767,0.12188139,2
-0.19665554,-0.5826888,-0.45177245,0.38712913,0.35555664,-0.58939165,-0.2159948,-0.8409061,-0.47997764,0.4193981,-0.59349644,-0.5691519,0.55252445,0.624146,0.13869317,0.48055038,1.8676168,-0.46689865,-0.32182175,-0.24731345,0.42127112,-0.56834084,-0.94994223,0.45510164,-0.06271217,-0.37398967,0.08985206,0.07682316,-0.34705153,0.19811098,2
-0.18900321,-0.54099405,-0.38099498,0.38456744,0.37123203,-0.5126939,-0.33661208,-0.88590544,-0.5137984,0.44295493,-0.52649164,-0.55338323,0.3522153,0.49341053,0.29377005,0.6468515,1.9764996,-0.4401986,-0.2561227,-0.37217128,0.33646345,-0.57389426,-0.77579325,0.7034234,-0.099761724,-0.204746,-0.26259235,0.5823773,0.04378449,0.04552048,2
-1.3359112,-0.6193237,-1.8408877,0.40419567,0.74184585,0.6893102,1.3092229,0.87446266,-0.8803518,0.64183515,2.06553,2.4956777,0.5379335,-1.8664109,-0.32675055,-0.2640123,-0.21094312,0.44222534,-1.0948054,0.92468166,1.9241319,-0.59450483,-0.9381537,3.035302,-0.30500728,1.618718,0.53514147,-0.95231247,-0.2149743,0.7627396,11
-1.334857,-0.660467,-1.7571572,0.3002412,0.723499,0.3624312,1.4459176,1.4121475,-0.558221,0.83163685,2.190339,1.7494532,0.9507394,-2.2024527,-0.97760457,0.183883,-0.2582612,0.5717507,-1.0928129,0.43264505,1.3699453,-0.10845237,-1.3783991,3.0320532,-0.6884222,1.5462372,0.32629073,-0.48535436,-0.1235621,1.4532603,11
-1.2349263,-0.6604458,-1.6687208,0.25393212,0.79203385,0.23931557,1.4833682,1.3469236,-0.5080302,0.70763516,2.2102413,1.756985,1.0675426,-2.1887171,-1.022353,-0.021230739,-0.24197122,0.5877553,-1.2833477,0.016058253,1.5221368,-0.31241545,-1.1567377,3.4554515,-0.8073724,1.4627304,-0.22601706,0.056836106,-0.08520686,-0.12512635,11
-0.96673626,-0.70012754,-1.2979656,-0.07936289,0.6468591,-0.029615086,1.1126195,0.89731246,-0.11387372,0.21317837,1.1022028,-0.6343057,-0.20609199,0.6760894,0.24278803,0.6423837,-0.73897743,-0.05358389,-0.007354475,0.33364978,0.27318063,-0.17174916,-0.81079805,3.6942413,0.15208407,0.7302208,-0.3046644,-0.29216135,0.016889723,-0.33045197,11
-0.8084352,-0.69831073,-1.1664503,0.02592403,0.641189,-0.13966545,1.196971,1.0750494,0.13516706,0.39876008,1.2426865,-0.6907152,-0.25172052,0.57519084,0.2870877,0.7609822,-0.7182782,-0.03021251,-0.09248448,0.39056236,0.35946697,0.027627617,-0.77181566,3.285921,0.3692612,0.9667044,0.014693023,-0.8525854,0.0064439,0.5143031,11
-0.6062492,-0.6413787,-0.95457196,-0.47447085,0.88148814,-0.2446358,0.841527,0.8382564,0.7256013,0.22705063,0.60941046,-0.61498725,0.7192006,1.6134509,-0.52431303,0.64406264,-0.23427516,-0.4334579,2.2061262,-0.15696965,-1.1137159,0.2757329,1.1180685,-1.008691,0.24102376,-0.72031695,-0.5422836,0.19955833,-0.011260754,-0.12659766,11
-0.6851694,1.505528,0.10671598,0.55490315,0.12030215,-0.21637377,-0.37943622,-0.17183463,-1.60834,0.45511752,-0.26881242,0.57648003,-1.9522824,1.0534304,-2.3285217,1.4150065,0.2001941,-0.7646539,0.38221633,-0.6728147,1.2912978,0.6488912,-0.016371993,0.32457322,1.7482154,-0.48234543,0.31504425,1.8788973,-0.1029952,-1.7179515,14
-0.48980853,1.5410883,0.05631165,0.22349468,-0.2251794,0.20285192,-0.8022513,-0.19868292,-1.5352646,0.64333075,-0.06320477,0.32016012,-0.93370783,1.9439787,-1.8283755,0.5139139,0.86296666,2.489771,-0.01472486,-0.22483428,1.975444,0.05531514,1.32582,0.5593148,1.7812406,-0.0055258377,2.7406979,0.6084944,2.90556,1.2165562,14
-0.87839293,1.3142475,-0.12912357,0.6892255,0.16572271,-0.18179692,0.06560751,0.05349442,0.1954328,0.785876,0.2446582,0.4067291,-0.88409954,0.6963084,-1.9449617,0.6408593,0.073026344,-0.7886859,1.0411808,-0.3997665,-0.028081737,2.4616237,-1.6064268,0.6371192,1.0110836,-2.324542,0.77447927,-0.92184526,-0.49815795,0.8821834,14
-0.7265295,1.1597972,-0.27422962,0.45862255,0.33919638,0.42174265,-1.1690537,0.22140431,0.25953442,0.6449639,0.8065255,0.20691785,-0.16772741,0.5550869,-0.6461939,1.0346586,1.1965013,1.5282006,2.122435,0.29984236,1.2358732,1.5861837,-0.48343077,1.1707684,0.6831156,-1.7311925,0.7355914,-0.9266707,0.01743229,-0.4471643,14
-0.34938115,1.0585645,-0.02262605,0.33890384,0.10815369,-0.13048518,-1.7643142,0.8660981,-2.0438712,-0.07051306,-0.06059799,-2.8062608,1.6214851,-1.2843027,0.88891476,-0.61409634,0.30023485,-0.8361621,0.8827628,0.039158363,2.0506546,-1.0461671,0.85243475,1.3438665,1.935811,-1.7202429,0.022669502,0.18876083,0.36378396,-0.4810839,14
-0.22682974,-0.1910205,-0.32057568,1.8129456,-0.80781674,0.19985285,-1.8135103,-0.90654093,-0.08059128,-0.81017274,-0.69260776,1.2783166,1.6679114,-0.82483965,-0.15008578,1.0433772,0.16992025,-0.4204656,-1.4279419,1.2074633,0.23171842,0.50918305,-0.8404944,-1.8701309,-0.3467324,0.17933528,0.8698307,-2.1463327,-0.3613164,1.9177806,14
-0.76440257,-0.1534834,-0.750028,1.4740849,0.015230107,-0.2596172,-0.23836619,-0.16949125,1.223216,1.8692143,0.59349936,1.7559631,2.1985826,-1.8462164,-1.2470415,0.052529715,2.8398173,-0.46432492,-0.14571382,1.6016148,-0.20617458,-1.0822086,-0.63499504,0.76216394,0.06990257,0.5759041,0.04658115,0.69638854,-0.12756523,1.1627342,14
-0.75218815,0.7623858,-0.4935646,0.11321385,-0.14886005,0.18706755,-1.9159125,2.6261787,-1.2807574,-0.898131,-0.40990645,-1.4055598,1.4595214,0.3553252,1.8727145,-0.8727601,0.58605826,-1.4720705,-0.80847496,-0.060289085,-0.11492943,-0.39674622,-0.17265037,0.3366934,0.32010004,-1.7454021,0.13539894,-0.5074609,-0.15194945,-0.29025015,14
-0.23806915,1.771479,0.54673374,-0.045859993,-0.92223126,0.48421082,0.21367665,0.07064267,-0.85653716,2.4117284,0.32207048,0.061575122,-1.8635045,0.3921843,-1.8320923,-0.064450465,0.69249254,1.7938609,0.7302582,0.13455205,0.6826425,-3.4895737,-0.13320318,-0.53142285,0.12403584,-0.6877553,-0.5087968,-2.1138122,1.0320956,-0.113084,14
-0.43389076,1.9515749,0.46492857,0.37645817,0.11409996,-0.7187968,0.70641446,-0.84963703,-0.046797257,0.18908925,0.795128,-0.2626121,0.030455222,-0.4308918,0.003340346,0.108567715,-0.34920782,-2.681005,1.1070125,-0.2532886,-0.5196757,0.41923296,-0.088791,0.26870552,-1.5565256,1.2822852,-0.47490445,-2.7077813,0.37078765,-0.95893925,14
-0.7715232,1.6279646,0.14174059,0.38482025,0.05771443,-0.64726734,0.5187164,-0.7641704,-0.6059113,-0.5031425,0.37341583,0.102344275,0.11657001,-0.36099312,-0.00928414,0.38963297,0.28557158,-2.051995,0.9720324,-0.37759683,0.45262823,1.4686043,-0.57512856,0.92192996,0.96855444,1.4087926,0.68449634,1.289396,-0.25431466,-2.5665624,14
-1.1836615,0.94474375,-0.63660806,0.20138009,-0.12588353,0.08576082,0.01957834,0.5393561,-0.5783688,-1.2220663,-0.3016924,0.27509108,-0.31392992,1.4284954,-2.3822248,1.2827374,0.1860011,-3.2298431,-1.0666832,-1.1064774,0.79625857,0.07766343,0.4021568,-0.49611333,1.6872164,1.7353702,0.8262655,1.7392249,-0.54187745,0.6642378,14
-1.2447242,0.7215578,-1.0437809,0.11335233,-0.035224307,-0.058054432,-0.3606376,2.185346,0.6381993,0.201863,-0.11814366,0.9448119,-1.1492184,2.7301338,-2.8047612,1.8350222,0.8417487,-1.6310397,-0.69173473,-1.5718459,-0.003872762,1.974516,-1.3352715,-0.60749567,0.069676414,1.2993921,0.7039351,-0.35790193,-0.29288962,-0.78403413,14
-1.2241477,0.85974723,-0.634094,0.43968558,-0.7381734,-0.46139115,-0.73305386,0.67701566,0.95581114,-0.8815809,0.26764596,1.1703131,-1.6284791,-0.31030005,-2.0244188,1.2046435,-0.7315649,-1.4606018,0.39834765,0.13611677,0.35771215,3.095751,-1.5227522,-0.6774328,0.53345364,-1.5695145,0.8603256,-2.282572,-0.25005084,0.6217309,14
-1.3972148,0.82365066,-0.71677136,0.73584485,-0.7669188,-0.18979914,-0.5732015,0.34045973,1.2750165,-1.1548675,0.10837872,0.6778275,-0.23276061,-0.7094462,-1.231955,0.7892751,-1.616239,-2.8964014,-0.108329676,-0.3459005,-0.37964818,2.0493045,-0.66024107,-0.30845425,0.6474212,0.14744022,0.5461119,0.30853844,-0.561544,0.46081847,14
-1.7187572,0.93574715,-0.77958226,1.0196406,-0.69769496,-1.4815854,0.9246891,-0.32650727,1.0907925,-1.5803401,-0.96730566,0.8860361,0.56825376,-0.97853655,1.2126923,-0.37940267,-1.2670637,2.3044748,0.59581274,-0.0738904,0.084730044,0.5191554,0.36477363,0.4083653,-0.29889107,0.28774866,-0.4414159,-0.009243362,0.4106298,-2.8255281,14
-2.1715283,0.5633868,-0.9964946,1.32408,-0.14897609,-0.961488,1.7074829,-0.6306334,2.0385447,0.21670438,-1.7300476,0.078387946,2.0020728,0.5777786,0.89289314,-0.37944847,0.64469284,1.2981198,-1.5731292,-0.084811784,-0.81296015,-0.49477515,-0.59003407,-1.8509941,0.42680904,1.477468,1.946922,-1.4763888,-0.7979278,-0.604544,14
-1.1283487,0.7594431,-0.71930796,0.28299463,-0.20987128,-0.19083792,-1.0934677,2.2064226,0.5500539,-0.27520576,0.35617003,0.71246326,-0.8581961,2.7319562,-1.5008417,2.087019,1.692285,1.3646171,-0.15526804,-1.3011502,0.6968396,0.3871636,0.60152096,-0.25544274,0.1505057,1.0577211,0.67802805,-0.7347045,0.09532846,0.07742036,14
-0.53266954,1.3563802,0.023901189,-0.16522194,-0.5745987,0.15745021,0.16528413,0.15577243,-0.06968521,1.7570976,0.26146752,0.36328235,-0.91177356,1.8833652,-2.5181293,-0.35055536,0.7483728,2.996576,-1.0557278,-0.74889964,1.2334973,-0.3638587,1.6061709,0.76430315,2.6947365,-0.5255121,0.43416628,0.40628427,0.15470581,-0.29463318,14
-1.0386918,1.5868726,-0.14928068,0.661932,-0.11274545,-1.3063837,1.9833585,-0.5321859,0.9751574,-1.135473,-0.41118282,0.3019848,1.1972439,0.080248855,0.7774857,0.2437246,-0.14192334,-0.33610535,0.07546619,-0.9947148,0.043337326,1.5326487,-0.974647,0.6133082,0.14235136,-0.7584073,-0.7183116,0.6036997,0.13400443,-2.7115498,14
-1.3070854,1.4591674,-0.30081552,0.7068517,0.02172533,-0.93311363,1.372498,-0.1307739,1.1296748,-0.8957686,-0.18099946,0.027050814,1.069264,0.2790428,1.0217919,-0.042301603,0.5170206,1.8473668,0.53745776,-0.93180275,0.21829818,-0.64718854,1.3044811,0.27993566,1.3342078,1.3124268,0.98332775,-0.1894213,0.03527668,-0.6824347,14
-1.2958972,1.5243044,-0.32583866,0.699823,-0.060406666,-1.3946521,1.9375316,-0.19249423,0.89995843,-1.6747123,-0.71483886,0.31967324,1.2878863,0.3224473,1.4199171,-0.081172176,0.54761094,2.1633859,0.58515835,-0.58175176,0.23277307,-0.33439824,0.37242195,1.0007665,0.15130647,-0.5024005,-0.5466637,0.3724866,0.28271958,0.64808124,14
-1.572689,1.2530142,-0.45863807,0.8979317,-0.5568379,-0.4663874,1.32983,0.5267858,0.77768284,-2.6170938,-0.70816696,0.2772835,0.86149186,0.1497409,0.8293438,-0.00017804945,1.069732,0.8586262,-0.565976,0.15086146,0.32555702,-0.69683874,0.6400508,-1.2482685,0.75678974,1.9540527,1.349009,-1.743085,-0.095236786,0.49898088,14
-1.7763609,1.0697594,-0.6696474,0.9584745,-0.96970415,-0.82740414,0.54845965,0.23659024,1.1929132,-2.8804755,-0.9108236,0.6486422,0.30680817,-0.91378534,0.9780894,-0.07243459,-0.52620703,1.0636648,0.020290596,0.5312463,-0.118947715,0.006476704,0.8299718,-1.7472528,0.782942,2.3794127,2.3556547,-2.53495,-0.8362068,0.6670543,14
1.156264,-0.7167466,0.930945,-0.012338805,-1.3504392,0.6173163,-0.4124116,-0.004472561,-0.39881718,-0.8788422,-0.13326997,0.043265928,0.5148084,0.6751889,0.023321623,0.3264088,-1.1859088,0.25557134,1.1820729,-0.7887708,0.23198296,0.05008957,-1.2291179,-0.5877651,0.51590323,0.287972,0.36236033,-0.6056013,0.45927233,0.05671543,10
0.68104655,-0.8095007,0.09337609,-0.8260831,-1.1449405,-0.111180924,0.07338722,-0.63944334,-0.30454245,-0.3316176,-1.2230939,0.33683002,0.5828429,0.4798851,-0.29586372,0.30413088,-0.21741107,0.14198817,-1.5093309,-0.49382627,-0.6829448,-1.6448827,-1.8747684,-1.7859285,0.35824776,-0.38448808,0.0018465447,0.1769284,0.15326302,-0.06342909,10
0.69333893,-0.82026535,0.08417457,-0.95612234,-1.0699987,-0.045013018,-0.031000197,-0.57852405,-0.25496116,-0.28627172,-1.1025482,0.17497444,0.72967565,0.61500573,-0.27648208,0.3125648,-0.29537952,0.19703385,-1.5404116,-0.7235892,-0.36276144,-1.4542159,-2.0689266,-1.320822,0.17409109,-0.42313734,0.36099017,0.5876747,0.088913605,-0.048256904,10
1.7630801,-0.81923556,1.6215107,0.5763698,0.7812474,1.2721553,0.320097,0.9694948,-0.16029541,-1.171856,-1.8317332,-0.39766195,-0.37244415,-0.29072714,0.2555959,0.78699404,0.30550423,-0.2678918,-1.7532356,-0.4181037,-0.66156864,0.7261812,-0.04277051,-0.34126055,1.3834045,0.5630505,0.25564712,-0.2760064,6.702235,0.399554,10
2.5029144,-0.8174651,2.283588,2.18536,2.2602992,-0.26086113,-0.45298827,0.3701609,1.3445826,-0.16511062,0.15604505,-0.8028698,-0.6854608,0.3951017,-0.19460255,-1.4560065,-0.2706989,0.119362794,-1.2960111,0.51463026,-0.112793274,1.1119021,0.578274,-0.123702005,-0.8873661,-0.14546464,1.8755608,-0.40869743,-0.9256626,0.33682394,10
2.7099917,-0.8030635,2.2611759,1.9816431,2.0410867,-0.8554891,-0.8529785,-0.050809592,1.0460358,-0.5148539,1.7609748,-0.5581351,0.21755491,1.7998027,-0.80846804,-2.0579994,-0.57888895,0.3242322,-0.02555347,-0.35857514,0.30316025,-1.1886654,-1.6835406,-0.66090757,0.739323,0.41370597,0.23061384,-0.010375187,-0.04509858,-0.14494254,10
2.7539523,-0.8036186,2.1824682,2.1888993,1.985718,-0.8024239,-0.87613535,0.14990026,1.7804412,-0.16077523,2.019746,-0.9132555,0.10177606,1.767133,-0.82586265,-2.1324055,-0.5078079,0.24636646,-0.09724525,-0.5058031,0.41170692,-1.0799198,-1.9246137,-0.27914003,0.63687724,0.29061642,0.24379641,-0.3988974,-0.20489652,-0.34885934,10
2.443142,-0.8071558,1.9897603,2.2629018,2.2939804,-0.22537364,-0.23812388,0.68032587,2.1769898,0.22889292,0.29063988,-0.99663013,-0.5170865,0.38319713,-0.2519589,-1.5960728,-0.31167367,0.07034263,-1.4962046,0.31635845,-0.4112898,1.0723156,0.35905012,0.014663004,-0.8326805,-0.42678875,1.5491029,-0.41990173,-1.1578045,-0.22133002,10
1.6522602,-0.7758231,1.0803685,0.75362104,0.42322385,1.2183654,0.86982244,1.7931496,2.1666942,0.17063159,-1.131509,-0.583122,0.011442046,-0.640377,0.28749946,1.372918,0.52347153,-0.5731194,-1.0521125,-0.1628586,-0.46689826,0.71663386,-0.26896772,-0.5213085,1.6712811,0.8715614,-3.6008062,-2.5103726,-1.5296081,0.40274888,10
0.49743703,-0.76631284,-0.23173925,-0.91950965,-1.17813,-0.023784908,0.08036901,-0.2860718,0.07993266,-0.14513752,-1.1538168,0.14676894,0.41089678,0.34587738,-0.40328312,0.048764102,-0.21154818,0.225395,-1.5372256,-0.39671493,-0.3795909,-1.3557268,-2.314476,-1.8233191,0.47051457,0.20528597,1.0595068,-0.76179546,-0.2584508,0.82127994,10
-0.085420355,-0.8146502,-1.134269,-0.6377997,0.45054802,-1.1497772,-0.14715798,-0.7769308,-0.3963682,-0.15168224,-0.8274396,0.1373365,0.82731843,0.80085814,-0.14814463,1.1868697,-1.0057374,0.20452955,0.3475259,0.0076339864,-1.2948005,0.26319274,0.7906622,-2.6255121,-0.053182557,-0.7598005,0.11105504,-0.43192148,-0.3177745,0.48763654,10
-0.11147693,-0.8673518,-1.226964,-0.06616601,0.23138562,-1.2878519,0.10004093,0.053953547,1.913781,1.1526607,0.1304629,-0.034323964,0.46587837,0.45520794,-0.21210767,1.4079275,-0.94738346,-0.20495239,0.45994446,0.29947478,-1.2153327,-0.16481857,0.68089736,-3.089559,0.013682276,-0.73164517,0.2336653,-0.6865931,-0.21909437,0.7207837,10
-0.18893573,-0.8578994,-1.1876287,-0.08906344,0.77821386,-0.24144201,1.1077863,1.225434,1.5923319,0.74613327,0.8018491,-0.60632795,0.78445625,1.8146033,-0.92465574,0.81267416,-0.310415,-0.42285284,1.5557839,-0.19674322,-1.5851605,-0.03363231,1.4690081,-1.5321629,-0.17323409,-0.514309,-0.39168125,-0.22225523,-0.16848359,-0.7014269,10
-0.48322314,-0.91074336,-1.4907881,0.3336087,0.6499258,-0.14300483,1.5747464,1.5519742,0.8731668,0.9769749,1.6583604,-0.9909615,-0.019597815,1.2545156,0.083636016,1.3124055,-1.1546823,0.00055570016,0.55034584,0.875216,-0.43654373,0.25107235,0.5056638,-0.9777846,0.16342463,0.29698294,0.10583753,-1.06466,0.020322977,0.331903,10
-1.5637907,-0.97247744,-2.1180327,0.6563035,0.25750902,0.41045183,1.5003548,0.502205,-0.63424647,-0.31122282,-0.5654809,1.6566291,0.16287029,-2.068136,-2.449282,-3.0554383,3.0929668,-0.46185216,0.85117036,-4.1137514,-1.7880557,0.19114543,0.8347565,-0.3745213,0.3217555,-2.036362,-0.32992586,0.20001233,0.15102099,-1.0171223,10
-2.6037102,-1.0544405,-3.1205544,0.745658,-0.16042522,1.0962428,0.96002084,-0.31232956,0.320069,-0.62896585,-3.328459,-2.8584118,-2.0363498,2.1476557,-2.4990299,-1.3112727,-0.474036,-1.282542,0.66943425,4.899171,3.5154376,-1.5682403,-0.852867,2.8550966,-0.25038967,4.208832,1.9353138,-1.3723907,-0.7261536,-1.2035751,10
-2.6462245,-0.9753197,-3.2330496,0.70059526,-0.17195658,0.72127414,0.45901686,1.7907954,1.2593551,0.8152358,-2.8644743,-3.9395146,-0.81613207,1.0474584,-1.4191232,-2.1388023,-1.14837,-2.0710664,-1.0759736,2.394177,3.081574,-2.0525212,-0.40099344,1.1187848,-1.0611837,4.234783,1.5463262,-0.054110672,-0.81679064,-0.79928374,10
-2.716865,-0.9782658,-3.1807368,0.84253603,-0.39276952,0.046576634,1.2163115,1.6278971,1.4884336,0.10390558,-3.7103312,-3.7076778,-0.3991564,1.9413507,-1.8280073,-2.0600505,-1.5762393,-1.7986366,-1.6978674,3.1289632,2.469549,-2.9271302,-0.73844033,2.5623002,-1.88199,2.07517,-0.3212509,0.71319073,-0.1766856,-0.5137533,10
-2.5971956,-0.99229956,-3.0771258,0.7941768,-0.22138438,0.8974072,1.2484571,-0.27986267,1.0580641,-0.7913448,-3.2699432,-2.5276368,-1.6859561,2.1484933,-2.3428168,-1.147562,-1.1312608,-0.5724599,-0.9827204,3.4004297,4.23777,-1.7900511,-1.5039848,2.5794837,-2.28626,1.7169695,-0.64701974,0.55619484,-0.36192045,-1.3651828,10
-2.6014135,-1.0172353,-3.0223427,0.79698503,-0.1340674,0.9145427,1.198819,-0.25360724,0.7441641,-1.0476929,-3.4752793,-2.5780752,-1.6494383,2.3020253,-2.240587,-1.277207,-1.1678662,-0.38403785,-0.9852205,3.377307,4.2953615,-1.7771944,-1.4126983,2.8461955,-2.2158175,1.7619336,-0.55818325,0.9890624,-0.39660108,-2.0607612,10
-2.43763,-0.9936186,-2.6857533,1.5348312,-0.59757894,0.49595973,2.0983696,-0.9746384,1.6824033,-1.0877427,-3.1878414,-1.0603034,-3.301445,3.0659041,-1.9281394,-1.8063581,0.67281634,-1.3734775,0.7504552,3.4529762,-2.7306588,-3.7826304,0.9222574,5.0417347,0.58640444,1.2618343,-0.5678228,0.6453968,0.7709599,-0.9743166,10
-0.1885704,-0.789626,-0.40120968,0.74018484,0.46944043,-0.021762615,0.5065022,0.3580779,-0.76122016,-0.07083802,-0.03736411,-0.5033986,0.7908749,1.6697557,-0.24614242,0.57680684,-0.40998352,-0.030788576,1.9125922,0.552788,-1.2613884,0.35017064,1.2849088,-2.1134045,0.15942423,-0.6443868,0.22479562,0.3851704,-0.5080832,0.25844195,2
0.4372527,-0.6777107,0.13768193,0.9988324,-0.23984861,-1.25338,-0.91843355,-0.6299101,1.8125914,1.4593283,0.6935432,-0.021307096,-0.20350498,-0.6112374,0.3404696,1.0100595,0.16712005,-0.29657584,0.57202137,-0.28241786,0.120776996,-0.37920544,0.53186065,0.32650825,-0.07102023,-0.11381692,-0.18549941,0.48526937,0.07972006,0.18305732,2
0.39077902,-0.6513679,0.14890018,0.7816356,-0.1317144,-1.1291727,-0.96391326,-1.3235419,-0.5649878,0.09634781,-0.5368447,0.16400643,-0.10095777,-0.26829308,0.5740086,0.71096116,-0.08939173,0.084837765,0.39792553,-0.26969358,0.13544925,0.19577608,0.33821574,0.03936679,-0.07030869,0.26615432,0.15078558,-0.19475558,-0.13718545,0.37729982,2
0.019191042,-0.66077304,-0.21144827,0.70982254,0.29048494,-0.48061898,-0.34408155,-0.99641705,-1.0289121,0.18277097,-0.6588114,-0.38447267,0.41660297,0.72496146,0.40241373,0.57882386,1.8349441,-0.21790504,-0.05804506,-0.23051117,0.010762861,-0.22478262,-0.62505555,0.7014776,-0.013267208,-0.042088687,0.31736723,-0.06713309,-0.35766125,0.0928773,2
-0.29654315,-0.6497045,-0.51875526,0.7447972,0.17380321,-0.6470528,0.1375867,-0.2016215,1.6925454,1.4731401,0.058718357,-0.62000275,0.26469344,0.23799483,0.07273291,0.47497615,2.0199573,-0.517341,-0.18873745,-0.03077301,0.38002,-0.8942162,-0.5996098,0.87727183,-0.17725599,-0.44298932,-0.11092216,0.29083666,-0.116278134,-0.06384552,2
-0.5197815,-0.5798051,-0.823756,0.492306,0.4206328,-0.061142493,0.77079374,0.33717093,-0.63979965,-0.23194551,-0.2728963,-0.6325516,0.3625554,1.2584382,-0.23625481,0.32548892,-0.16363838,-0.28828079,1.9453192,0.7093088,-1.3601073,0.08167307,1.1157955,-1.9809146,0.30778328,-0.5314328,0.030966751,0.19174354,-0.51989615,0.31777382,2
-0.77815163,-0.57694757,-1.1110822,0.31335965,0.6336831,0.03764953,1.0642142,0.5303402,-1.4171058,-0.19115908,0.4673728,0.5212033,0.90792,0.20941375,-1.0922416,0.49723387,-0.520779,0.081200585,0.69163454,1.9661525,-1.9044212,-0.7488947,0.56003803,-0.4909427,-0.33699194,-0.31196505,-0.83170843,1.925003,-0.30582875,-0.4526607,2
-0.6333599,-0.6124332,-1.0101852,0.04859265,0.5633402,-0.08210633,0.7053931,0.3454533,-0.9208681,-0.4209491,-0.2554528,-0.51312816,0.38541543,1.3738708,-0.60629123,0.32870802,-0.14368507,-0.22073771,1.7519997,0.4143672,-1.3280185,0.27867118,1.148732,-1.8041184,0.26448947,-0.60336006,0.05563654,0.44126904,-0.38705495,0.14126952,2
-0.36391324,-0.60762113,-0.7170842,0.23081581,0.4190216,-0.2489508,0.44989917,0.41460338,0.5872111,-0.039793648,0.078044094,-0.5386341,0.047124628,0.8303803,-0.53651345,-0.15961179,0.8509357,-0.39925078,1.3359956,-0.7851605,0.22450536,0.15390262,0.15656658,1.9533315,-0.20824902,0.14504237,-0.04578255,-0.12932464,-0.3333094,-0.23029414,2
